# emapper version: emapper-1.0.3 emapper DB: 4.5.1
# command: ./emapper.py  -i ../Amillepora.proteins.fa --output Amillepora_euk -d euk --usemem --cpu 60
# time: Tue Oct  2 21:05:37 2018
#query_name	eggNOG annot
Amillepora29475	NA
Amillepora29492	NA
Amillepora29505	Carbonic AnHydrase
Amillepora29504	G patch domain containing 1
Amillepora29508	Angiopoietin
Amillepora29507	Pantothenate kinase 4
Amillepora29494	IQ motif containing G
Amillepora29506	Chloride channel, nucleotide-sensitive, 1A
Amillepora29510	transmembrane 9 superfamily
Amillepora29512	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)
Amillepora29511	NA
Amillepora29514	transmembrane 9 superfamily
Amillepora29516	Protein of unknown function (DUF640)
Amillepora29517	NA
Amillepora29521	DnaJ (Hsp40) homolog, subfamily C, member 3
Amillepora29522	Gamma-aminobutyric acid (GABA) A receptor
Amillepora29523	Gamma-aminobutyric acid (GABA) A receptor
Amillepora29525	Gamma-aminobutyric acid (GABA) A receptor
Amillepora29533	solute carrier family 16, member
Amillepora29532	carbonic anhydrase
Amillepora29529	Transmembrane and tetratricopeptide repeat containing
Amillepora29531	TEN1 telomerase capping complex subunit homolog (S. cerevisiae)
Amillepora29527	Transmembrane and tetratricopeptide repeat containing
Amillepora29535	WD domain, G-beta repeat
Amillepora29536	cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene
Amillepora29558	succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa
Amillepora29560	polymerase (DNA-directed), delta 3, accessory subunit
Amillepora29557	Succinate DeHydrogenase
Amillepora29559	UPF0451 protein C17orf61 homolog
Amillepora29556	solute carrier family 22
Amillepora32923	Allantoicase
Amillepora32926	Allantoicase
Amillepora32927	Allantoicase
Amillepora32925	Allantoicase
Amillepora32928	NA
Amillepora32930	Allantoicase
Amillepora32929	Pfam:DDE
Amillepora32935	tigger transposable element derived 4
Amillepora32936	NA
Amillepora32938	Inherit from COG: Retrotransposon protein
Amillepora32932	NA
Amillepora32934	Integrase core domain
Amillepora32933	NA
Amillepora32950	ZnF_C2H2
Amillepora32951	Inherit from KOG: Growth factor receptor
Amillepora32954	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora32947	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora32944	tetratricopeptide repeat protein, tpr
Amillepora32946	tetratricopeptide repeat protein, tpr
Amillepora32948	NA
Amillepora32949	NA
Amillepora33574	Angio-associated migratory cell protein
Amillepora33571	aldehyde dehydrogenase 6 family, member A1
Amillepora33575	suppressor of cytokine signaling
Amillepora33576	Sjogren syndrome antigen B (autoantigen La)
Amillepora33577	solute carrier family 15
Amillepora33572	Tubulin polyglutamylase complex subunit 1
Amillepora33581	Sjogren syndrome antigen B (autoantigen La)
Amillepora33580	solute carrier family 15
Amillepora33578	TAF5-like RNA polymerase II, p300 CBP-associated factor (PCAF)-associated factor
Amillepora33579	TAF5-like RNA polymerase II, p300 CBP-associated factor (PCAF)-associated factor
Amillepora33582	suppressor of cytokine signaling
Amillepora33592	mirror-image polydactyly 1
Amillepora33589	solute carrier family 29 (nucleoside transporters), member
Amillepora33596	frizzled family receptor
Amillepora33591	Solute carrier family 24 (Sodium potassium calcium exchanger), member
Amillepora33588	outer dense fiber of sperm tails 3-like 2
Amillepora33587	lin-52 homolog (C. elegans)
Amillepora33595	frizzled family receptor
Amillepora33593	NA
Amillepora33583	Angio-associated migratory cell protein
Amillepora33586	aldehyde dehydrogenase 6 family, member A1
Amillepora33590	solute carrier family 23 (nucleobase transporters), member
Amillepora33594	Cyclin-dependent kinase
Amillepora33597	frizzled family receptor
Amillepora37240	MULE transposase domain
Amillepora34317	Potassium channel tetramerisation domain containing 3
Amillepora34316	UTP-glucose-1-phosphate uridylyltransferase
Amillepora34319	Pfam:Transposase_Tc5
Amillepora34314	Kinesin family member
Amillepora34315	NA
Amillepora34318	Tubulin tyrosine ligase-like family, member
Amillepora34327	2-aminoethylphosphonate pyruvateaminotransferas e-like protein
Amillepora34324	Inherit from euNOG: Retrotransposon protein
Amillepora34325	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora34332	Inherit from euNOG: solute carrier family 17
Amillepora34335	NA
Amillepora34326	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora34340	2-aminoethylphosphonate pyruvateaminotransferas e-like protein
Amillepora34330	piggyBac transposable element derived 4
Amillepora34338	chromosome 1 open reading frame 101
Amillepora34331	Integrase core domain
Amillepora34333	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora34337	chromosome 14 open reading frame 166B
Amillepora33670	Inherit from KOG: Growth factor receptor
Amillepora33671	NA
Amillepora33672	NA
Amillepora33673	YqaJ-like viral recombinase domain
Amillepora33677	kiaa1958
Amillepora33681	protein Hydra magnipapillata
Amillepora33676	NA
Amillepora33684	NA
Amillepora33686	NA
Amillepora33120	Inherit from euNOG: Retrotransposon protein
Amillepora33116	Inherit from euNOG: Retrotransposon protein
Amillepora33118	Inherit from euNOG: Retrotransposon protein
Amillepora33119	NA
Amillepora33115	NA
Amillepora33117	NA
Amillepora33124	Inherit from opiNOG: to reverse transcriptase
Amillepora33122	NA
Amillepora33125	RNA-directed DNA polymerase from mobile element jockey-like
Amillepora33132	NA
Amillepora33128	Component of oligomeric Golgi complex 3
Amillepora33134	ring finger and CHY zinc finger
Amillepora33137	protein Hydra magnipapillata
Amillepora33135	to transposase domain-containing protein
Amillepora37689	NA
Amillepora37111	Inherit from euNOG: Retrotransposon protein
Amillepora37924	DNA helicase
Amillepora32107	protein kinase C substrate
Amillepora32105	Kinesin family member
Amillepora32109	Multiple PDZ domain protein
Amillepora32106	DnaJ (Hsp40) homolog, subfamily C, member 14
Amillepora32108	Methyltransferase like 21D
Amillepora32117	leishmanolysin-like (metallopeptidase M8 family)
Amillepora32115	translation INITIATION FACTOR
Amillepora32111	myosin light chain kinase
Amillepora32116	NA
Amillepora32114	DDB1 and CUL4 associated factor 15
Amillepora32127	Growth factor receptor
Amillepora32125	Inherit from KOG: oligomeric mucus gel-forming
Amillepora32120	Tctex1 domain containing
Amillepora32119	Reprolysin family propeptide
Amillepora32122	pancreatic
Amillepora32121	pancreatic
Amillepora32130	DNA mismatch repair protein
Amillepora32134	Acetylcholine Receptor
Amillepora32131	williams Beuren syndrome chromosome region
Amillepora32128	dna-directed RNA polymerase
Amillepora32133	Acetylcholine Receptor
Amillepora32132	Acetylcholine Receptor
Amillepora32136	williams Beuren syndrome chromosome region
Amillepora32152	DDB1 and CUL4 associated factor 15
Amillepora32138	dna-directed RNA polymerase
Amillepora32150	NA
Amillepora32147	Tctex1 domain containing
Amillepora32148	Reprolysin family propeptide
Amillepora32146	pancreatic
Amillepora32135	cholinergic receptor, nicotinic
Amillepora32141	Growth factor receptor
Amillepora32149	leishmanolysin-like (metallopeptidase M8 family)
Amillepora32137	DNA mismatch repair protein
Amillepora32143	Inherit from KOG: oligomeric mucus gel-forming
Amillepora32154	myosin light chain kinase
Amillepora32151	translation INITIATION FACTOR
Amillepora30354	Ubiquitin carboxyl-terminal esterase L3 (Ubiquitin thiolesterase)
Amillepora30352	ribosomal protein
Amillepora30350	ribosomal protein
Amillepora30351	Component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner
Amillepora30360	kruppel-like factor
Amillepora30357	Nucleoporin like 1
Amillepora30361	Kruppel-like factor 5 (intestinal)
Amillepora30353	Component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner
Amillepora30362	protein phosphatase, Mg2 Mn2 dependent
Amillepora30358	acylglycerol kinase
Amillepora30367	cubilin (intrinsic factor-cobalamin receptor)
Amillepora30369	Bone morphogenetic protein 1
Amillepora30364	Bone morphogenetic protein 1
Amillepora30377	Bone morphogenetic protein 1
Amillepora30370	NA
Amillepora30373	Bone morphogenetic protein 1
Amillepora30372	cubilin (intrinsic factor-cobalamin receptor)
Amillepora30374	NA
Amillepora30371	Tudor domain containing 9
Amillepora30379	Bone morphogenetic protein 1
Amillepora30380	cubilin (intrinsic factor-cobalamin receptor)
Amillepora30382	Bone morphogenetic protein 1
Amillepora30381	Bone morphogenetic protein 1
Amillepora30383	Tudor domain containing 9
Amillepora30384	Bone morphogenetic protein 1
Amillepora30387	Bone morphogenetic protein 1
Amillepora30397	Bone morphogenetic protein 1
Amillepora30391	Bone morphogenetic protein 1
Amillepora30389	Bone morphogenetic protein 1
Amillepora30399	neuropilin 2
Amillepora30388	Bone morphogenetic protein 1
Amillepora30395	Bone morphogenetic protein 1
Amillepora30401	Bone morphogenetic protein 1
Amillepora30418	B-cell translocation gene
Amillepora30411	to Pao retrotransposon peptidase family protein Hydra magnipapillata
Amillepora30409	Ras association (RalGDS AF-6) domain family member
Amillepora30412	immunoglobulin superfamily DCC subclass member 3
Amillepora30422	Leukotriene A-4 hydrolase
Amillepora30414	Ubinuclein 2
Amillepora30416	Acidic repeat containing
Amillepora30407	40s ribosomal protein
Amillepora30404	Ammonium transporter
Amillepora30405	tripeptidyl peptidase
Amillepora30410	tumor suppressor candidate 2
Amillepora30406	ribosomal RNA processing 8, methyltransferase, homolog (yeast)
Amillepora30420	zinc finger, MYND-type containing 10
Amillepora30413	K04486 histidinol-phosphatase (PHP family) EC 3.1.3.15
Amillepora30419	HMG (high mobility group) box
Amillepora30415	coenzyme Q2 homolog, prenyltransferase (yeast)
Amillepora30403	Ammonium transporter
Amillepora30402	Ammonium transporter
Amillepora33221	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora33217	Inherit from KOG: Growth factor receptor
Amillepora33222	Inherit from KOG: Retrotransposon protein
Amillepora33226	Protein of unknown function (DUF1759)
Amillepora33227	Inherit from euNOG: solute carrier family 17
Amillepora33229	Inherit from COG: Retrotransposon protein
Amillepora32011	lysine (K)-specific demethylase
Amillepora32010	mitochondrial ribosomal protein, L37
Amillepora32009	coiled-coil domain containing 19
Amillepora32008	Tetratricopeptide repeat domain 3
Amillepora32012	lysine (K)-specific demethylase
Amillepora32022	van gogh, Drosophila
Amillepora32020	coiled-coil domain containing 19
Amillepora32021	Tetratricopeptide repeat domain 3
Amillepora32019	mitochondrial ribosomal protein, L37
Amillepora32023	prostaglandin G H synthase and cyclooxygenase
Amillepora32025	immunoglobulin superfamily DCC subclass member
Amillepora32026	adrenoceptor beta
Amillepora32024	Zinc finger protein
Amillepora32029	adrenoceptor beta
Amillepora32028	receptor
Amillepora32035	ankyrin repeat
Amillepora32043	Zinc finger protein
Amillepora32038	ankyrin repeat
Amillepora32041	adrenoceptor beta
Amillepora32042	Contactin
Amillepora32045	prostaglandin G H synthase and cyclooxygenase
Amillepora32040	adrenoceptor beta
Amillepora33401	Phosphatidylserine decarboxylase
Amillepora33400	unc-5 homolog
Amillepora33407	Phosphatidylserine decarboxylase
Amillepora33406	Phosphatidylserine decarboxylase
Amillepora33405	NA
Amillepora33413	Phosphatidylinositol glycan anchor biosynthesis, class Q
Amillepora33411	Cystathionine
Amillepora33408	Cystathionine
Amillepora33414	Solute carrier family 1
Amillepora33410	Phosphatidylserine decarboxylase
Amillepora33412	Cystathionine
Amillepora33429	Cystathionine
Amillepora33432	Cystathionine
Amillepora33435	NA
Amillepora33426	Solute carrier family 1
Amillepora33415	dedicator of cyto-kinesis
Amillepora33430	Phosphatidylserine decarboxylase
Amillepora33428	Cystathionine
Amillepora33427	Phosphatidylinositol glycan anchor biosynthesis, class Q
Amillepora33420	kiaa1045
Amillepora33434	Phosphatidylserine decarboxylase
Amillepora33433	Phosphatidylserine decarboxylase
Amillepora33423	dedicator of cyto-kinesis
Amillepora33425	Inherit from NOG: Domain of unknown function (DUF3398)
Amillepora33436	Phosphatidylserine decarboxylase
Amillepora33440	Phosphatidylserine decarboxylase
Amillepora32596	Signal peptide, CUB domain, EGF-like
Amillepora32600	Notch ligand involved in the mediation of Notch signaling (By similarity)
Amillepora32609	Inherit from KOG: Growth factor receptor
Amillepora32604	mannose receptor, C type 1
Amillepora32606	Notch ligand involved in the mediation of Notch signaling (By similarity)
Amillepora32616	Inherit from KOG: G- protein-coupled receptor
Amillepora32618	Notch ligand involved in the mediation of Notch signaling (By similarity)
Amillepora32617	Laminin G domain
Amillepora32624	Chromosome 14 open reading frame 159
Amillepora32628	MULE transposase domain
Amillepora32622	Roundabout, axon guidance receptor, homolog
Amillepora32629	Inherit from euNOG: solute carrier family 17
Amillepora32630	Pao retrotransposon peptidase 
Amillepora32639	Glial cells missing homolog
Amillepora32638	H2A histone family, member
Amillepora32632	NA
Amillepora32643	Poly(U)-specific
Amillepora32636	ZnF_C2H2
Amillepora32640	EF hand family protein
Amillepora32631	immunoglobulin superfamily member
Amillepora37635	Inherit from KOG: transposon protein
Amillepora37638	NA
Amillepora37637	NA
Amillepora37021	ets variant
Amillepora37022	Inherit from opiNOG: to reverse transcriptase
Amillepora35410	NA
Amillepora35406	Parvin, alpha
Amillepora35404	Ubiquitin protein ligase E3 component n-recognin 5
Amillepora35397	prolyl endopeptidase
Amillepora37943	Inherit from KOG: transposon protein
Amillepora37945	Inherit from KOG: Growth factor receptor
Amillepora37939	Inherit from KOG: transposon protein
Amillepora35930	Spastic ataxia of Charlevoix-Saguenay (Sacsin)
Amillepora35932	Spastic ataxia of Charlevoix-Saguenay (Sacsin)
Amillepora35934	to reverse transcriptase
Amillepora35933	Spastic ataxia of Charlevoix-Saguenay (Sacsin)
Amillepora35927	Spastic ataxia of Charlevoix-Saguenay (Sacsin)
Amillepora35928	Spastic ataxia of Charlevoix-Saguenay (Sacsin)
Amillepora35931	Spastic ataxia of Charlevoix-Saguenay (Sacsin)
Amillepora35929	Spastic ataxia of Charlevoix-Saguenay (Sacsin)
Amillepora35749	Inherit from KOG: tripartite motif containing
Amillepora35750	Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome (By similarity)
Amillepora35759	Inherit from opiNOG: to reverse transcriptase
Amillepora35753	eukaryotic translation initiation factor 4E nuclear import factor 1
Amillepora35760	Malate dehydrogenase
Amillepora35752	Nemo-Like kinase
Amillepora35756	Malate dehydrogenase
Amillepora37667	NA
Amillepora37668	Paired box
Amillepora37840	NA
Amillepora34500	Adaptor-related protein complex
Amillepora34502	Follistatin-like
Amillepora34501	Follistatin-like
